Read Name	ARO
U00096.3_7-814	3001641
U00096.3_7-19796	3001641
U00096.3_7-15084	3001641
U00096.3_8-3802	3001641
U00096.3_8-18208	3001641
U00096.3_8-5268	3001641
U00096.3_8-7456	3001641
U00096.3_9-5772	3001641
U00096.3_9-6552	3001641
U00096.3_9-10054	3001641
U00096.3_9-1002	3001641
U00096.3_0-14206	3000805;3002955
U00096.3_0-7034	3000805
U00096.3_0-21158	3000805
U00096.3_0-11664	3000805
U00096.3_0-3742	3000805;3006884
U00096.3_0-10540	3000805;3006884
U00096.3_0-21724	3000805;3006884
U00096.3_0-15416	3000805;3003126
U00096.3_0-5206	3000805;3006789
U00096.3_0-12552	3000805;3006789
U00096.3_0-11238	3000805;3006789
U00096.3_0-1024	3000805;3003126
U00096.3_1-2154	3000805;3002955
U00096.3_1-2638	3000805
U00096.3_1-12434	3000805
U00096.3_1-17308	3000805
U00096.3_1-6486	3000805;3006884
U00096.3_1-21978	3000805
U00096.3_1-14898	3000805;3004625
U00096.3_1-16814	3000805
U00096.3_1-4930	3000805;3006789
U00096.3_2-3742	3000805
U00096.3_2-10842	3000805;3002955
U00096.3_2-6228	3000805
U00096.3_2-21210	3000805
U00096.3_2-610	3000805
U00096.3_2-11798	3000805
U00096.3_2-2218	3000805;3004625
U00096.3_2-7340	3000805;3006789
U00096.3_2-8252	3000805
U00096.3_2-15684	3000805;3006789
U00096.3_2-10604	3000805;3003126
U00096.3_2-16242	3000805;3006789
U00096.3_3-8904	3000805
U00096.3_3-4716	3000805;3002955
U00096.3_3-19680	3000805
U00096.3_3-22448	3000805
U00096.3_3-1780	3000805
U00096.3_3-4858	3000805
U00096.3_3-1534	3000805
U00096.3_3-6794	3000805;3006884
U00096.3_3-6002	3000805;3006884
U00096.3_3-2398	3000805;3006884
U00096.3_3-19420	3000805;3006789
U00096.3_3-12396	3000805;3006884
U00096.3_4-19824	3000805;3002955
U00096.3_4-12494	3000805
U00096.3_4-4814	3000805
U00096.3_4-21330	3000805;3006884
U00096.3_4-2206	3000805;3006884
U00096.3_4-12330	3000805;3004625
U00096.3_4-12988	3000805;3006884
U00096.3_4-10448	3000805
U00096.3_5-21002	3000805;3002955
U00096.3_5-3302	3000805
U00096.3_5-20732	3000805;3006884
U00096.3_5-1182	3000805;3006884
U00096.3_5-19356	3000805;3004625
U00096.3_5-15106	3000805;3004625
U00096.3_6-1418	3000805
U00096.3_6-9394	3000805
U00096.3_6-8802	3000805
U00096.3_6-3476	3000805
U00096.3_6-722	3000805
U00096.3_6-1202	3000805;3006884
U00096.3_6-21770	3000805;3006789
U00096.3_6-3360	3000805;3003126
U00096.3_7-15374	3000805
U00096.3_7-15496	3000805;3002955
U00096.3_7-8360	3000805;3002955
U00096.3_7-16316	3000805;3006884
U00096.3_7-5604	3000805;3006789
U00096.3_7-22652	3000805;3003126
U00096.3_8-5696	3000805
U00096.3_8-1566	3000805
U00096.3_8-14610	3000805
U00096.3_8-784	3000805
U00096.3_8-6406	3000805
U00096.3_8-21602	3000805
U00096.3_8-5698	3000805
U00096.3_8-5302	3000805;3006884
U00096.3_8-8102	3000805;3006884
U00096.3_8-258	3000805;3004625
U00096.3_8-22588	3000805;3003126
U00096.3_8-4678	3000805;3006789
U00096.3_9-18048	3000805;3002955
U00096.3_9-1612	3000805;3002955
U00096.3_9-2552	3000805
U00096.3_9-2238	3000805
U00096.3_9-7790	3000805;3006884
U00096.3_9-5344	3000805;3006789
U00096.3_9-20708	3000805;3006789
U00096.3_9-8918	3000805
U00096.3_9-5566	3000805;3003126
U00096.3_0-17900	3006531;3006662
U00096.3_0-12624	3006531;3006662
U00096.3_0-22742	3006531;3005926
U00096.3_0-2954	3006531;3006099
U00096.3_0-19026	3006531;3001549
U00096.3_0-13476	3006531;3006099
U00096.3_0-20684	3006531;3006099
U00096.3_0-17618	3006531;3002594
U00096.3_0-17960	3006531;3002594
U00096.3_0-15124	3006531;3000949
U00096.3_1-2356	3006531;3006136
U00096.3_1-3450	3006531;3001549
U00096.3_1-11874	3006531;3001549
U00096.3_1-14494	3006531;3002594
U00096.3_1-21220	3006531;3002594
U00096.3_1-13286	3006531;3002594
U00096.3_1-1308	3006531;3000949
U00096.3_1-14158	3006531;3000949
U00096.3_1-18928	3006531
U00096.3_1-2952	3006531
U00096.3_2-2552	3006531;3006099
U00096.3_2-18968	3006531;3006099
U00096.3_2-19036	3006531;3002594
U00096.3_2-1250	3006531;3000949
U00096.3_2-3652	3006531;3005926
U00096.3_2-4106	3006531;3000949
U00096.3_2-902	3006531
U00096.3_3-16490	3006531;3001549
U00096.3_3-21250	3006531;3001549
U00096.3_3-17734	3006531
U00096.3_3-14238	3006531;3000949
U00096.3_3-20304	3006531
U00096.3_3-6088	3006531
U00096.3_4-8734	3006531;3006099
U00096.3_4-21864	3006531;3006099
U00096.3_4-4108	3006531;3002594
U00096.3_4-10384	3006531
U00096.3_4-3150	3006531;3005926
U00096.3_4-11702	3006531
U00096.3_4-3332	3006531;3000949
U00096.3_5-1300	3006531;3001549
U00096.3_5-14300	3006531;3006099
U00096.3_5-906	3006531;3002594
U00096.3_5-8832	3006531;3002594
U00096.3_5-9134	3006531;3002594
U00096.3_5-19018	3006531;3002594
U00096.3_5-7466	3006531;3002594
U00096.3_5-5694	3006531;3005926
U00096.3_5-16520	3006531
U00096.3_5-10240	3006531;3000949
U00096.3_6-1306	3006531;3001549
U00096.3_6-15802	3006531;3006099
U00096.3_6-17110	3006531
U00096.3_6-7248	3006531;3005926
U00096.3_6-15628	3006531;3000949
U00096.3_6-8200	3006531;3000949
U00096.3_7-17136	3006531;3006099
U00096.3_7-19236	3006531;3001549
U00096.3_7-8758	3006531;3000949
U00096.3_7-12278	3006531;3002594
U00096.3_7-17422	3006531;3000949
U00096.3_7-19670	3006531;3000949
U00096.3_7-2126	3006531;3000949
U00096.3_7-11678	3006531
U00096.3_7-11648	3006531
U00096.3_8-866	3006531;3006136
U00096.3_8-3192	3006531;3006099
U00096.3_8-15574	3006531;3001549
U00096.3_8-5210	3006531;3006099
U00096.3_8-19566	3006531;3001549
U00096.3_8-19986	3006531;3002594
U00096.3_8-2356	3006531;3000949
U00096.3_8-3442	3006531;3000949
U00096.3_8-8260	3006531;3000949
U00096.3_8-20268	3006531;3000949
U00096.3_9-10308	3006531;3001549
U00096.3_9-15476	3006531;3002594
U00096.3_9-19700	3006531
U00096.3_9-17342	3006531;3000949
U00096.3_9-7816	3006531;3000949
U00096.3_9-8960	3006531
U00096.3_0-22194	3005998
U00096.3_0-536	3005998
U00096.3_0-13978	3005998
U00096.3_0-10566	3005998
U00096.3_0-17344	3005998
U00096.3_0-21926	3005998
U00096.3_0-14918	3005998;3001581
U00096.3_0-13552	3005998;3001581
U00096.3_1-534	3005998
U00096.3_1-6156	3005998
U00096.3_1-8652	3005998
U00096.3_1-20308	3005998;3001581
U00096.3_2-6112	3005998
U00096.3_2-21602	3005998
U00096.3_2-1804	3005998
U00096.3_2-21042	3005998
U00096.3_3-3072	3005998
U00096.3_3-12732	3005998
U00096.3_3-7840	3005998
U00096.3_3-18142	3005998
U00096.3_3-6192	3005998;3001581
U00096.3_3-7474	3005998;3001581
U00096.3_4-12010	3005998
U00096.3_4-18414	3005998
U00096.3_4-18260	3005998
U00096.3_4-13906	3005998
U00096.3_4-2990	3005998;3001581
U00096.3_4-16390	3005998;3001581
U00096.3_5-1196	3005998
U00096.3_5-18462	3005998
U00096.3_5-19650	3005998
U00096.3_5-19700	3005998
U00096.3_6-15814	3005998
U00096.3_6-13216	3005998
U00096.3_6-21826	3005998;3001581
U00096.3_6-9854	3005998;3001581
U00096.3_7-17222	3005998
U00096.3_7-10142	3005998;3001581
U00096.3_8-17700	3005998
U00096.3_8-8318	3005998
U00096.3_8-21574	3005998
U00096.3_8-17688	3005998
U00096.3_9-18312	3005998
U00096.3_9-15374	3005998
U00096.3_9-9066	3005998
U00096.3_9-15416	3005998
U00096.3_9-21818	3005998;3001581
U00096.3_9-19528	3005998;3001581
U00096.3_0-2718	3005291
U00096.3_0-13918	3005291;3001525
U00096.3_0-3302	3005291
U00096.3_1-15310	3005291
U00096.3_1-21520	3005291;3001525
U00096.3_1-3622	3005291;3001525
U00096.3_1-4584	3005291
U00096.3_1-17320	3005291;3001525
U00096.3_1-22442	3005291;3001525
U00096.3_1-12400	3005291
U00096.3_1-18690	3005291
U00096.3_2-6862	3005291;3001525
U00096.3_2-11098	3005291;3001525
U00096.3_2-20598	3005291
U00096.3_2-7898	3005291;3001525
U00096.3_2-19646	3005291
U00096.3_2-730	3005291
U00096.3_2-15664	3005291
U00096.3_2-18360	3005291
U00096.3_2-1624	3005291
U00096.3_3-17432	3005291;3001525
U00096.3_3-3536	3005291;3001525
U00096.3_3-7556	3005291;3001525
U00096.3_3-10156	3005291;3001525
U00096.3_3-11668	3005291;3001525
U00096.3_3-9346	3005291
U00096.3_3-15436	3005291
U00096.3_3-10030	3005291
U00096.3_3-8250	3005291
U00096.3_3-15960	3005291
U00096.3_3-3216	3005291
U00096.3_4-8964	3005291
U00096.3_4-17818	3005291;3001525
U00096.3_4-4034	3005291;3001525
U00096.3_4-12812	3005291
U00096.3_4-17240	3005291
U00096.3_4-20446	3005291
U00096.3_5-19390	3005291;3001525
U00096.3_5-4294	3005291
U00096.3_5-15602	3005291
U00096.3_5-5132	3005291;3001525
U00096.3_5-16622	3005291;3001525
U00096.3_5-1214	3005291
U00096.3_5-17094	3005291
U00096.3_6-8396	3005291
U00096.3_6-17886	3005291
U00096.3_6-16960	3005291;3001525
U00096.3_6-2516	3005291
U00096.3_6-8152	3005291;3001525
U00096.3_6-7266	3005291;3001525
U00096.3_6-13640	3005291;3001525
U00096.3_6-19134	3005291
U00096.3_6-12500	3005291
U00096.3_6-16434	3005291
U00096.3_6-13438	3005291
U00096.3_6-12802	3005291
U00096.3_6-6358	3005291
U00096.3_7-1918	3005291;3001525
U00096.3_7-18552	3005291
U00096.3_7-2850	3005291;3001525
U00096.3_7-4968	3005291;3001525
U00096.3_7-2682	3005291
U00096.3_7-10074	3005291;3001525
U00096.3_7-7556	3005291
U00096.3_7-4972	3005291
U00096.3_7-12042	3005291
U00096.3_8-21546	3005291
U00096.3_8-20780	3005291
U00096.3_8-5044	3005291
U00096.3_8-10088	3005291
U00096.3_8-14788	3005291
U00096.3_8-18050	3005291
U00096.3_8-10296	3005291
U00096.3_8-5186	3005291
U00096.3_9-14552	3005291;3001525
U00096.3_9-2980	3005291
U00096.3_9-7908	3005291
U00096.3_0-10866	3005199
U00096.3_0-20286	3005199
U00096.3_0-20252	3005199
U00096.3_0-1286	3005199
U00096.3_0-4114	3005199
U00096.3_0-10328	3005199
U00096.3_0-5944	3005199
U00096.3_0-17002	3005199
U00096.3_1-8260	3005199
U00096.3_1-18232	3005199
U00096.3_1-4964	3005199
U00096.3_1-21756	3005199
U00096.3_2-16508	3005199
U00096.3_2-12350	3005199
U00096.3_2-16666	3005199
U00096.3_2-7742	3005199
U00096.3_3-4830	3005199
U00096.3_3-9240	3005199
U00096.3_3-16322	3005199
U00096.3_3-9764	3005199
U00096.3_3-19386	3005199
U00096.3_3-17578	3005199
U00096.3_3-19964	3005199
U00096.3_3-16898	3005199
U00096.3_3-21436	3005199
U00096.3_4-7808	3005199
U00096.3_4-15284	3005199
U00096.3_4-7948	3005199
U00096.3_4-7340	3005199
U00096.3_4-19964	3005199
U00096.3_4-4060	3005199
U00096.3_4-14870	3005199
U00096.3_5-11704	3005199
U00096.3_5-8972	3005199
U00096.3_5-2886	3005199
U00096.3_5-5630	3005199
U00096.3_5-22036	3005199
U00096.3_6-5930	3005199
U00096.3_6-1590	3005199
U00096.3_6-10402	3005199
U00096.3_6-9380	3005199
U00096.3_6-2968	3005199
U00096.3_6-13198	3005199
U00096.3_7-21068	3005199
U00096.3_7-13156	3005199
U00096.3_7-16840	3005199
U00096.3_7-12850	3005199
U00096.3_7-6774	3005199
U00096.3_7-15850	3005199
U00096.3_8-7898	3005199
U00096.3_8-6658	3005199
U00096.3_9-9628	3005199
U00096.3_9-19726	3005199
U00096.3_9-2248	3005199
U00096.3_0-18094	3000862;3006229
U00096.3_0-18532	3000862;3005332
U00096.3_0-16320	3000862;3005332
U00096.3_0-9750	3000862;3001627
U00096.3_0-17814	3000862;3001496
U00096.3_0-7960	3000862;3001627
U00096.3_0-22634	3000862;3001496
U00096.3_1-20356	3000862;3006229
U00096.3_1-22526	3000862;3001153
U00096.3_1-1244	3000862;3005332
U00096.3_2-8846	3000862;3001153
U00096.3_2-18506	3000862
U00096.3_2-8118	3000862;3001627
U00096.3_2-5304	3000862
U00096.3_3-14964	3000862;3006229
U00096.3_3-6278	3000862;3001153
U00096.3_3-12134	3000862;3001153
U00096.3_3-1450	3000862;3006229
U00096.3_3-12704	3000862;3006229
U00096.3_3-9270	3000862;3005332
U00096.3_3-5776	3000862
U00096.3_3-1412	3000862;3001627
U00096.3_3-13132	3000862;3001627
U00096.3_4-21472	3000862;3005332
U00096.3_4-7342	3000862;3005332
U00096.3_4-7702	3000862;3005332
U00096.3_4-17948	3000862;3001627
U00096.3_4-11634	3000862;3001627
U00096.3_5-8332	3000862;3006229
U00096.3_5-5822	3000862;3006229
U00096.3_5-5382	3000862;3005332
U00096.3_5-726	3000862;3001153
U00096.3_5-17706	3000862
U00096.3_5-15388	3000862;3001627
U00096.3_6-18364	3000862;3001153
U00096.3_6-9050	3000862;3001153
U00096.3_6-16412	3000862;3005332
U00096.3_6-11852	3000862;3005332
U00096.3_6-18584	3000862
U00096.3_6-3128	3000862;3001627
U00096.3_6-9132	3000862;3001496
U00096.3_7-19912	3000862;3001153
U00096.3_7-20088	3000862;3005332
U00096.3_7-19422	3000862;3006229
U00096.3_7-21582	3000862;3001627
U00096.3_7-16526	3000862;3001627
U00096.3_7-8304	3000862;3001496
U00096.3_7-1752	3000862;3001496
U00096.3_8-20036	3000862;3001153
U00096.3_8-20412	3000862;3001627
U00096.3_8-2962	3000862;3001627
U00096.3_9-13906	3000862;3006229
U00096.3_9-1220	3000862;3005332
U00096.3_9-16580	3000862;3006229
U00096.3_9-8930	3000862;3005332
U00096.3_9-15140	3000862
U00096.3_9-21130	3000862;3001627
U00096.3_9-17640	3000862
U00096.3_0-6912	3001178;3002599
U00096.3_0-9136	3001178;3005375
U00096.3_0-14814	3001178;3002599
U00096.3_0-10750	3001178;3005375
U00096.3_0-7866	3001178;3005375
U00096.3_0-18476	3001178;3005375
U00096.3_0-1392	3001178;3005375
U00096.3_1-11210	3001178;3002599
U00096.3_1-18422	3001178;3002599
U00096.3_1-22508	3001178;3002599
U00096.3_1-15872	3001178;3005375
U00096.3_1-16338	3001178;3002599
U00096.3_1-15518	3001178;3005375
U00096.3_1-14772	3001178;3005375
U00096.3_2-2000	3001178;3005375
U00096.3_2-1084	3001178;3002599
U00096.3_2-16406	3001178;3005375
U00096.3_2-7592	3001178;3005375
U00096.3_2-5700	3001178;3005375
U00096.3_2-8662	3001178;3005375
U00096.3_3-7928	3001178
U00096.3_3-3022	3001178
U00096.3_3-22572	3001178;3002599
U00096.3_3-1298	3001178;3005375
U00096.3_3-10942	3001178;3002599
U00096.3_3-7180	3001178;3005375
U00096.3_3-10806	3001178;3005375
U00096.3_3-11362	3001178;3005375
U00096.3_4-20166	3001178;3002599
U00096.3_4-8582	3001178
U00096.3_4-672	3001178;3002599
U00096.3_5-11806	3001178;3002599
U00096.3_5-3848	3001178;3005375
U00096.3_6-12024	3001178
U00096.3_6-3220	3001178;3005375
U00096.3_6-22170	3001178;3005375
U00096.3_6-3604	3001178;3002599
U00096.3_7-17008	3001178;3002599
U00096.3_7-2754	3001178;3002599
U00096.3_7-7848	3001178;3002599
U00096.3_7-8390	3001178;3005375
U00096.3_7-5760	3001178;3005375
U00096.3_8-13626	3001178;3002599
U00096.3_8-12728	3001178
U00096.3_8-21932	3001178;3002599
U00096.3_8-11296	3001178;3002599
U00096.3_8-11824	3001178;3005375
U00096.3_8-13264	3001178;3005375
U00096.3_9-166	3001178
U00096.3_9-10150	3001178
U00096.3_9-12690	3001178;3002599
U00096.3_9-5946	3001178;3005375
U00096.3_0-3930	3002577
U00096.3_0-1450	3002577
U00096.3_1-12458	3002577
U00096.3_1-2012	3002577
U00096.3_1-1906	3002577
U00096.3_1-7212	3002577
U00096.3_2-19262	3002577
U00096.3_2-18388	3002577
U00096.3_2-11984	3002577
U00096.3_3-9136	3002577
U00096.3_3-16402	3002577
U00096.3_3-18358	3002577
U00096.3_4-16082	3002577
U00096.3_4-9130	3002577
U00096.3_4-8836	3002577
U00096.3_5-434	3002577
U00096.3_5-1020	3002577
U00096.3_5-18640	3002577
U00096.3_6-22278	3002577
U00096.3_6-21398	3002577
U00096.3_7-3742	3002577
U00096.3_7-5832	3002577
U00096.3_7-18088	3002577
U00096.3_8-5904	3002577
U00096.3_8-7394	3002577
U00096.3_8-16140	3002577
U00096.3_8-19974	3002577
U00096.3_8-21284	3002577
U00096.3_8-20886	3002577
U00096.3_8-14942	3002577
U00096.3_9-19056	3002577
U00096.3_9-4014	3002577
U00096.3_9-19068	3002577
U00096.3_9-20620	3002577
U00096.3_9-3860	3002577
U00096.3_0-7318	3005089;3005662
U00096.3_0-17452	3005089
U00096.3_0-10998	3005089;3005662
U00096.3_0-18494	3005089
U00096.3_0-12712	3005089
U00096.3_0-12656	3005089
U00096.3_0-16584	3005089
U00096.3_1-5130	3005089;3005662
U00096.3_1-2628	3005089
U00096.3_1-7206	3005089
U00096.3_1-13130	3005089
U00096.3_1-8658	3005089
U00096.3_1-17598	3005089
U00096.3_1-15586	3005089
U00096.3_2-13132	3005089
U00096.3_2-1338	3005089
U00096.3_2-9436	3005089
U00096.3_2-16848	3005089
U00096.3_2-1712	3005089
U00096.3_2-20948	3005089
U00096.3_2-13308	3005089
U00096.3_2-6478	3005089
U00096.3_2-13614	3005089
U00096.3_2-19612	3005089;3006041
U00096.3_2-17032	3005089
U00096.3_2-19306	3005089;3006041
U00096.3_3-21666	3005089;3005662
U00096.3_3-14994	3005089
U00096.3_3-16260	3005089
U00096.3_4-2560	3005089;3005662
U00096.3_4-11740	3005089
U00096.3_4-1390	3005089
U00096.3_4-5222	3005089;3006041
U00096.3_5-854	3005089
U00096.3_5-8310	3005089
U00096.3_5-11624	3005089
U00096.3_5-2940	3005089;3006041
U00096.3_6-19420	3005089;3005662
U00096.3_6-12308	3005089
U00096.3_6-20916	3005089
U00096.3_6-17860	3005089
U00096.3_6-868	3005089
U00096.3_6-13994	3005089
U00096.3_6-18618	3005089
U00096.3_7-1002	3005089;3005662
U00096.3_7-6398	3005089
U00096.3_7-12298	3005089;3005662
U00096.3_7-21710	3005089
U00096.3_7-18996	3005089
U00096.3_8-15874	3005089;3005662
U00096.3_8-11140	3005089
U00096.3_8-9034	3005089;3006041
U00096.3_8-5586	3005089;3006041
U00096.3_9-22250	3005089;3005662
U00096.3_9-10086	3005089;3005662
U00096.3_9-9022	3005089
U00096.3_9-2512	3005089
U00096.3_9-11334	3005089
U00096.3_9-9936	3005089
U00096.3_9-14970	3005089;3006041
U00096.3_9-2106	3005089;3006041
U00096.3_0-14076	3004611;3005573
U00096.3_0-9502	3004611
U00096.3_0-16656	3004611;3005573
U00096.3_0-2566	3004611
U00096.3_0-19142	3004611;3005573
U00096.3_0-20780	3004611;3006784
U00096.3_0-2064	3004611
U00096.3_1-3472	3004611
U00096.3_1-22592	3004611;3005573
U00096.3_1-2046	3004611;3005573
U00096.3_1-10884	3004611;3006784
U00096.3_1-7052	3004611;3006784
U00096.3_2-16464	3004611
U00096.3_2-12516	3004611;3005573
U00096.3_2-5782	3004611;3005573
U00096.3_2-16368	3004611;3005573
U00096.3_2-13640	3004611;3005573
U00096.3_2-21300	3004611;3005573
U00096.3_2-9346	3004611
U00096.3_2-21784	3004611;3005573
U00096.3_2-2368	3004611;3006784
U00096.3_3-360	3004611;3005573
U00096.3_3-13090	3004611
U00096.3_3-15538	3004611
U00096.3_3-11662	3004611;3006784
U00096.3_4-9658	3004611
U00096.3_4-7628	3004611
U00096.3_4-19842	3004611
U00096.3_4-11424	3004611;3005573
U00096.3_4-20660	3004611
U00096.3_4-20264	3004611;3005573
U00096.3_5-13856	3004611
U00096.3_5-12736	3004611;3005573
U00096.3_5-21842	3004611
U00096.3_5-8922	3004611
U00096.3_5-7338	3004611;3005573
U00096.3_5-19364	3004611;3005573
U00096.3_5-11508	3004611;3005573
U00096.3_5-17536	3004611;3005573
U00096.3_5-9398	3004611
U00096.3_5-22604	3004611;3006784
U00096.3_6-6318	3004611
U00096.3_6-3038	3004611
U00096.3_6-14148	3004611;3005573
U00096.3_6-10670	3004611;3005573
U00096.3_6-15574	3004611;3005573
U00096.3_6-18682	3004611;3005573
U00096.3_6-19320	3004611
U00096.3_6-12960	3004611;3006784
U00096.3_7-3186	3004611
U00096.3_7-19978	3004611
U00096.3_7-18944	3004611
U00096.3_7-7290	3004611
U00096.3_7-3378	3004611
U00096.3_7-2974	3004611
U00096.3_8-6260	3004611
U00096.3_8-18080	3004611
U00096.3_8-17744	3004611
U00096.3_8-8432	3004611
U00096.3_8-7742	3004611;3005573
U00096.3_8-6554	3004611
U00096.3_8-16784	3004611
U00096.3_9-7126	3004611;3005573
U00096.3_9-21716	3004611;3005573
U00096.3_9-6546	3004611
U00096.3_9-16440	3004611
U00096.3_9-16564	3004611
U00096.3_9-7532	3004611;3006784
U00096.3_9-834	3004611;3006784
U00096.3_9-19072	3004611
U00096.3_0-21212	3000198
U00096.3_0-5130	3000198
U00096.3_1-9066	3000198
U00096.3_2-11568	3000198
U00096.3_2-16810	3000198
U00096.3_3-4562	3000198
U00096.3_3-13012	3000198
U00096.3_3-3134	3000198
U00096.3_4-20636	3000198
U00096.3_5-13406	3000198
U00096.3_5-5760	3000198
U00096.3_5-21136	3000198
U00096.3_6-15700	3000198
U00096.3_6-9812	3000198
U00096.3_6-7922	3000198
U00096.3_6-14740	3000198
U00096.3_6-17330	3000198
U00096.3_7-122	3000198
U00096.3_7-19018	3000198
U00096.3_7-21312	3000198
U00096.3_8-14150	3000198
U00096.3_8-8862	3000198
U00096.3_9-18442	3000198
U00096.3_0-4446	3004106;3002528
U00096.3_0-19622	3004106;3002804
U00096.3_0-5982	3004106;3006310
U00096.3_0-16834	3004106;3003670
U00096.3_1-18720	3004106;3004638
U00096.3_1-12314	3004106;3002804
U00096.3_1-7166	3004106
U00096.3_1-20760	3004106;3002804
U00096.3_1-2696	3004106;3003670
U00096.3_1-11156	3004106;3003670
U00096.3_2-10260	3004106;3004601
U00096.3_2-16418	3004106;3002804
U00096.3_2-19330	3004106
U00096.3_2-22226	3004106;3006310
U00096.3_2-5786	3004106;3003670
U00096.3_3-13632	3004106;3004638
U00096.3_3-6418	3004106;3004601
U00096.3_3-10640	3004106;3004601
U00096.3_3-2272	3004106;3004601
U00096.3_3-13478	3004106;3002804
U00096.3_3-13900	3004106;3003670
U00096.3_3-3400	3004106;3002804
U00096.3_4-18222	3004106;3004601
U00096.3_4-21848	3004106;3002804
U00096.3_4-15732	3004106;3002804
U00096.3_4-13132	3004106;3003670
U00096.3_5-5400	3004106;3004601
U00096.3_5-10960	3004106;3002528
U00096.3_5-14384	3004106
U00096.3_5-11284	3004106;3006310
U00096.3_5-14984	3004106
U00096.3_5-2182	3004106;3003670
U00096.3_5-17580	3004106;3002804
U00096.3_6-10192	3004106;3002804
U00096.3_6-11472	3004106;3002804
U00096.3_6-1152	3004106;3002804
U00096.3_7-16406	3004106;3002804
U00096.3_7-11458	3004106;3002804
U00096.3_7-7496	3004106;3002804
U00096.3_7-6004	3004106
U00096.3_7-10610	3004106
U00096.3_8-14990	3004106;3004601
U00096.3_8-6534	3004106;3004601
U00096.3_8-16166	3004106;3004601
U00096.3_8-6398	3004106
U00096.3_9-22482	3004106;3003143
U00096.3_9-12308	3004106;3002528
U00096.3_9-20894	3004106;3004601
U00096.3_9-22256	3004106;3002804
U00096.3_9-22726	3004106;3002804
U00096.3_0-1470	3005326
U00096.3_0-10232	3005326;3000498
U00096.3_0-20038	3005326;3000498
U00096.3_1-15768	3005326
U00096.3_1-7096	3005326;3000498
U00096.3_1-19134	3005326;3000498
U00096.3_2-7496	3005326
U00096.3_2-9802	3005326
U00096.3_2-13564	3005326
U00096.3_2-12316	3005326
U00096.3_2-4512	3005326
U00096.3_2-14590	3005326;3000498
U00096.3_2-8450	3005326;3000498
U00096.3_2-92	3005326
U00096.3_3-2126	3005326
U00096.3_3-2946	3005326;3000498
U00096.3_3-992	3005326
U00096.3_3-21358	3005326
U00096.3_3-9976	3005326;3000498
U00096.3_4-2286	3005326
U00096.3_4-14278	3005326
U00096.3_4-14022	3005326;3000498
U00096.3_4-7384	3005326;3000498
U00096.3_4-19374	3005326
U00096.3_4-19742	3005326
U00096.3_5-6418	3005326
U00096.3_5-318	3005326
U00096.3_5-19676	3005326;3000498
U00096.3_5-306	3005326;3000498
U00096.3_5-5204	3005326;3000498
U00096.3_6-18428	3005326
U00096.3_6-5510	3005326
U00096.3_6-8002	3005326
U00096.3_6-14066	3005326
U00096.3_6-6962	3005326;3000498
U00096.3_6-860	3005326
U00096.3_6-7508	3005326;3000498
U00096.3_7-18390	3005326
U00096.3_7-15902	3005326
U00096.3_7-19528	3005326;3000498
U00096.3_7-4074	3005326;3000498
U00096.3_7-4696	3005326
U00096.3_8-18470	3005326;3000498
U00096.3_8-7678	3005326;3000498
U00096.3_8-7286	3005326;3000498
U00096.3_8-17166	3005326;3000498
U00096.3_8-3966	3005326
U00096.3_8-16336	3005326;3000498
U00096.3_8-1404	3005326
U00096.3_9-21354	3005326
U00096.3_9-4536	3005326
U00096.3_9-6262	3005326
U00096.3_9-10394	3005326
U00096.3_9-12594	3005326
U00096.3_9-22262	3005326
U00096.3_9-20232	3005326;3000498
U00096.3_9-20892	3005326;3000498
U00096.3_0-10568	3002261
U00096.3_0-5302	3002261
U00096.3_0-15512	3002261
U00096.3_0-12894	3002261
U00096.3_1-8884	3002261
U00096.3_1-21486	3002261
U00096.3_1-19812	3002261
U00096.3_1-17688	3002261
U00096.3_1-10628	3002261
U00096.3_1-16998	3002261
U00096.3_1-1790	3002261
U00096.3_1-21758	3002261
U00096.3_2-9800	3002261
U00096.3_2-21230	3002261
U00096.3_2-11680	3002261
U00096.3_3-15024	3002261
U00096.3_3-5216	3002261
U00096.3_3-6790	3002261
U00096.3_3-18480	3002261
U00096.3_3-7282	3002261
U00096.3_3-18426	3002261
U00096.3_3-5016	3002261
U00096.3_3-20618	3002261
U00096.3_3-11456	3002261
U00096.3_3-10536	3002261
U00096.3_4-19840	3002261
U00096.3_4-3962	3002261
U00096.3_4-3888	3002261
U00096.3_4-19730	3002261
U00096.3_4-15838	3002261
U00096.3_5-5676	3002261
U00096.3_5-20660	3002261
U00096.3_5-4678	3002261
U00096.3_5-17744	3002261
U00096.3_6-6378	3002261
U00096.3_6-2894	3002261
U00096.3_6-11484	3002261
U00096.3_6-19550	3002261
U00096.3_7-6188	3002261
U00096.3_7-3528	3002261
U00096.3_7-15316	3002261
U00096.3_7-3488	3002261
U00096.3_8-12560	3002261
U00096.3_8-10562	3002261
U00096.3_8-9664	3002261
U00096.3_9-11226	3002261
U00096.3_9-20310	3002261
U00096.3_9-2682	3002261
U00096.3_9-4854	3002261
U00096.3_0-11432	3000412;3003986
U00096.3_0-6080	3000412;3003986
U00096.3_0-940	3000412;3003986
U00096.3_0-2476	3000412;3003986
U00096.3_1-21886	3000412;3004679
U00096.3_1-19610	3000412;3003986
U00096.3_1-8358	3000412;3003986
U00096.3_1-8630	3000412;3004679
U00096.3_1-20484	3000412;3003986
U00096.3_1-14814	3000412;3003986
U00096.3_1-21588	3000412
